l_ukrainian:
 ROM_SUBJECT_GENERAL_DETAILS:0 "Рівень їхнього розвитку дорівнює $DEV$ у $PROVS$ провінціях."
 CANCEL_BUILD_IN_SUBJECT_EFFECT:0 "Роботи з будівництва споруди $Building|Y$ у провінції $PROVINCE$ було припинено."
 INTERVENEINWARTITLE:0 "Втрутитись у війну"
 INTERVENE_IN_WAR_TEXT:0 "Ми допоможемо їм у війні проти конкурентних нам Великих Держав."
 INTERVENE_ENEMY_SUBJECT:1 "Наш суб'єкт $SUBJECT|Y$ виступає на стороні ворога."
 INTERVENE_TRUCE:1 "У нас діє перемир'я з державою $ENEMY|Y$, яка виступить на стороні ворога."
 INTERVENE_ENEMY_WARALLY:1 "Ми б'ємося в одній війні з державою $WARALLY|Y$, яка виступить на стороні ворога."
 INTERVENE_NOT_LESS_POWERS:0 "Ви можете втручатися у війни, тільки якщо існує дисбаланс у кількості Великих Держав, а ви підтримуєте слабшу сторону."
 INTERVENE_NO_POWERS:0 "Потрібна наявність хоча б однієї Великої Держави на кожній стороні конфлікту."
 INTERVENE_NOT_WAR_LEADER:0 "$RECIPIENT|Y$ не є лідером у цій війні."
 INTERVENE_CHOOSE_TARGET:0 "Оберіть війну, в яку бажаєте втрутитися:"
 INTERVENE_LONG_DESC:0 "Ми можемо втрутитися у війну, якщо є принаймні одна Велика Держава з кожного боку. На стороні, яку ми підтримуємо повинно бути менше Великих Держав."
 INTERVENE_AGREE_TEXT:0 "Вступити у війну!"
 cb_forced_break_alliance:0 "Примусили союзника розірвати союз."
 cb_forced_break_alliance_desc:0 "Ми повинні покарати їх за подібні дипломатичні інсинуації."
 FORCEBREAKALLIANCEDESC:1 "Якщо вони погодяться, то думка обох держав про нас знизиться, а держава $WITH|Y$ отримає Casus Belli проти нас.\nЦе спричинить перемир'я між державою $COUNTRY|Y$ та нами, а також зменшить їхній рівень довіри до нас на $TRUSTCOST|R$. В іншому випадку, ми втратимо $PRESTIGE$ престижу."
 BREAKALLIANCETITLE:0 "Розірвати союз"
 BREAKALLIANCE_DESC:0 "Ми вимагатимемо, щоб держава $THEM|Y$ розірвала свій союз з державою $WITH|Y$."
 BREAKALLIANCE_CB_DESC:0 " "
 BREAKALLIANCE_ACCEPT:0 "Якщо вони приймуть вимоги, угоди між державами $THEM|Y$ та $WITH|Y$ будуть анульовані, а ми отримаємо перемир'я з державою §Y$THEM|Y$§! до $TRUCEDATE|Y$."
 BREAKALLIANCE_NO_ALLIES:0 "$THEM|Y$ не має союзників."
 BREAKALLIANCE_ONLY_SELF:0 "Ви – єдиний союзник держави $THEM|Y$."
 BREAKALLIANCE_TARGET_SUBJECT:0 "§R$THEM|Y$ є суб'єктом держави $OVERLORD|Y$; ми не можемо змусити суб'єкти розривати їхні союзи.§!"
 BREAKALLIANCE_TARGET_AT_WAR:0 "§RМи не можемо вимагати від держави $THEM|Y$ розірвання союзів, оскільки вона знаходиться з нами в стані війни.§!"
 BREAKALLIANCEDESC2:0 "Ми зажадали від них розірвати один із союзів."
 BREAKALLIANCE_REQDES1:0 "Велика Держава $ACTOR|Y$ вимагає, щоби ми розірвали наш союз з державою $THEM|Y$.\nПісля цього між нами та державою $ACTOR|Y$ буде укладено перемир'я, а інші дипломатичні домовленості з державою $THEM|Y$ буде анульовано."
 BREAKALLIANCE_NO_PRESTIGE:0 "Ваш престиж повинен бути позитивним, аби ваші погрози сприймали всерйоз."
 ICON_BREAK_ALLIANCE:0 "Ми отримали вимогу розірвати один з наших союзів"
 ABANDONUNIONTITLE:0 "Розірвати особисту унію"
 ABANDONUNION_DESC:0 "Ми розірвемо нашу особисту унію з державою $THEM|Y$.\nЦе коштуватиме $PRESTIGE$ престижу, також буде оголошено перемир'я на $TRUCEYEARS|Y$ років між нашими державами.\n\nЇхнє ставлення до нас зміниться на $THEMOPINIONCHANGE$."
 ABANDONUNIONITEM_DESC:0 "Розірвати особисту унію з державою $THEM|Y$.\nЦе коштуватиме нам деякої кількості престижу, а між державами буде оголошено перемир'я."
 NOABANDONUNION_ATWAR:0 "§RНеможливо розірвати особисту унію під час війни.§!"
 SELECT_ALLIANCE_TO_BREAK:0 "Будь ласка, оберіть союз, який бажаєте розірвати."
 NON_ACCEPTED_CULTURES:0 "Невизнані культури"
 ACCEPTED_CULTURES_DESC:0 "Ці культури є визнаними в нашій державі."
 NON_ACCEPTED_CULTURES_DESC:0 "Ці культури ще не вважаються визнаними в нашій державі."
 NON_ACCEPTED_CULTURES_DELAYED:0 "Провінції з цими культурами отримають такі штрафи:"
 BUILD_IN:0 "Будувати в провінції $NAME|Y$"
 DEVELOP_IN:0 "Розвинути провінцію $NAME|Y$"
 CAN_NOT_KICK_OUT_TRADING_CITY:0 "Торгові міста не можуть бути вигнані з Торгової Ліги.\n"
 PERSONALITY_NO_ADULT:1 "Перша риса з'явиться по досягненню повноліття."
 PERSONALITY_NO_EXPERIENCE:1 "Додаткові риси Особистості з'являтимуться через $YEARS$ років правління."
 PERSONALITY_YEARS_LEFT:2 "§YЧисло років, що залишилися до отримання нової риси Особистості – $YEARS$.§!\n"
 PERSONALITY_YEARS_LEFT_RD:2 "§YРису Особистості буде відкрито у віці $AGE$ років."
 HEIR_CROWN:1 "Якщо наш поточний правитель помре, $NAME|Y$ займе його місце."
 CONSORT_CROWN:0 "Якщо наш поточний правитель помре, $NAME|Y$ отримає владу в ролі регента, поки нинішній спадкоємець не досягне повноліття."
 LEADER_PESONALITY:0 "Спеціалізація командувача: $NAME|Y$"
 HAS_NOT_CONSORT_REGENCY:0 "НЕ має регента-Консорта.\n"
 HAS_CONSORT_REGENCY:0 "Має регента-Консорта.\n"
 HAS_NOT_CONSORT:0 "НЕ має Консорта.\n"
 HAS_CONSORT:0 "Має Консорта.\n"
 HAS_NOT_FEMALE_CONSORT:0 "НЕ має жінки-Консорта.\n"
 HAS_FEMALE_CONSORT:0 "Має жінку-Консорта.\n"
 HAS_NOT_FOREIGN_CONSORT:0 "НЕ має іноземного Консорта.\n"
 HAS_FOREIGN_CONSORT:0 "Має іноземного Консорта.\n"
 HEIR_HAS_NOT_CONSORTS_DYNASTY:0 "Спадкоємець не з тої династії, що Консорт.\n"
 HEIR_HAS_CONSORTS_DYNASTY:0 "Спадкоємець тої династії, що й Консорт.\n"
 HEIR_HAS_NOT_RULER_DYNASTY:0 "Спадкоємець не з тої династії, що правитель.\n"
 HEIR_HAS_RULER_DYNASTY:0 "Спадкоємець тої династії, що й правитель.\n"
 CONSORT_AGE_NOT_AT_LEAST:0 "Вік Консорта менше $AGE|Y$\n"
 CONSORT_AGE_AT_LEAST:0 "Вік Консорта щонайменше $AGE|Y$\n"
 HAS_NOT_SAME_CONSORT_DYNASTY:0 "$SCOPECONSORTNAME|Y$ НЕ походить з династії $DYNASTYNAME|Y$.\n"
 HAS_SAME_CONSORT_DYNASTY:0 "$SCOPECONSORTNAME|Y$ походить з династії $DYNASTYNAME|Y$.\n"
 CONSORT_HAS_NOT_DYNASTY_OF_RULER:0 "$SCOPECONSORTNAME|Y$ НЕ походить з династії $DYNASTYNAME$.\n"
 CONSORT_HAS_DYNASTY_OF_RULER:0 "$SCOPECONSORTNAME|Y$ походить з династії $DYNASTYNAME$.\n"
 CONSORT_HAS_NOT_POWER:0 "$POWERNAME$, які має $SCOPECONSORTNAME|Y$, менше $POWERVALUE|Y$.\n"
 CONSORT_HAS_POWER:0 "$SCOPECONSORTNAME|Y$ які має $POWERNAME$, щонайменше $POWERVALUE|Y$.\n"
 IS_NOT_ORIGIN_OF_CONSORT:0 "$CONSORTNAME|Y$ походить НЕ з держави $COUNTRYNAME|Y$\n"
 IS_ORIGIN_OF_CONSORT:0 "$CONSORTNAME|Y$ походить з держави $COUNTRYNAME|Y$\n"
 HEIR_HAS_NOT_DYNASTY:0 "$HEIRNAME|Y$ НЕ походить з династії $DYNASTYNAME|Y$.\n"
 HEIR_HAS_DYNASTY:0 "$HEIRNAME|Y$ походить з династії $DYNASTYNAME|Y$.\n"
 RULER_CONSORT_MARRIAGE_LESS_THAN:0 "$MONARCH|Y$ і $CONSORT|Y$ одружені менше, ніж $YEARS|Y$ років.\n"
 RULER_CONSORT_MARRIAGE_AT_LEAST:0 "$MONARCH|Y$ та $CONSORT|Y$ перебувають у шлюбі принаймні $YEARS|Y$ років.\n"
 PAY_SUBJECT_DEBT_TITLE:1 "Сплатити позики"
 PAY_SUBJECT_DEBT_NO_LOANS:0 "$COUNTRYNAME|Y$ не має жодних позик."
 PAY_SUBJECT_DEBT_DESCRIPTION:0 "Взяти на себе борги держави $COUNTRYNAME|Y$ на загальну суму $DEBTAMOUNT|Y$¤."
 OVERLORD_PAID_DEBTS:0 "сплатити $DEBTSUM$¤ наших позик!"
 BESTOW_GIFTS_TITLE:0 "Надіслати дари"
 BESTOW_GIFTS_TOO_MUCH:0 "Ми не можемо дозволити собі витратити $AMOUNT|R$¤."
 BESTOW_GIFTS_DESCRIPTION:0 "$SUBJECT|Y$ отримає щедрий подарунок $AMOUNT|Y$¤, що знизить їхнє бажання свободи на §G$LD$%§!."
 OVERLORD_BESTOWED_GIFTS:0 "надіслати нам дар у розмірі $GIFT$¤."
 SEND_ADDITIONAL_TROOPS_TITLE:0 "Надіслати додаткові війська"
 SEND_ADDITIONAL_TROOPS_TOO_MUCH:0 "У нас недостатньо заявлених $MANPOWER|R$£icon_manpower£."
 SEND_ADDITIONAL_TROOPS_SUBJECT_NO_WAR:0 "Вони не в стані війни."
 SEND_ADDITIONAL_TROOPS_DESCRIPTION:0 "Надіслати $AMOUNT|Y$£icon_manpower£, щоб допомогти суб'єкту $SUBJECT|Y$ воювати. Це знизить їхнє бажання свободи на §G$LD$%§!."
 OVERLORD_SENT_ADDITIONAL_TROOPS:0 "надіслати нам $MANPOWER$£icon_manpower£."
 DEMAND_ARTIFACTS_TITLE:0 "Вимагати артефакти"
 DEMAND_ARTIFACTS_NO_ARTIFACTS:0 "Через їхній негативний престиж, $SUBJECTADJECTIVE$і артефакти не мають цінності."
 DEMAND_ARTIFACTS_DESCRIPTION:0 "Вказати суб'єкту $SUBJECT|Y$ їхнє місце, вимагаючи їхні найкращі артефакти. Це збільшить наш престиж на $PRESTIGE|Y$ за їхній рахунок. Це також збільшить їхнє бажання свободи на §R$LD$%§!."
 OVERLORD_DEMANDED_ARTIFACTS:0 "вимагати, щоб ми поступилися своїми найціннішими артефактами, які коштували нам $PRESTIGE|R$ престижу. Ми нічого не можемо вдіяти."
 DEMAND_ADDITIONAL_TRIBUTE_TITLE:0 "Вимагати додаткову данину"
 DEMAND_ADDITIONAL_TRIBUTE_DESCRIPTION:0 "Потрібно, щоб суб'єкт $SUBJECT|Y$ надіслав нам додатково $TRIBUTE|Y$¤ в знак доброї волі. Зрештою, вони §Yдержава-данник§!. Це також збільшить їхнє бажання свободи на §R$LD$%§!."
 DEMAND_ADDITIONAL_TRIBUTE_BROKE:0 "Вони не мають затребуваних $TRIBUTE|Y$¤."
 OVERLORD_DEMANDED_ADDITIONAL_TRIBUTE:0 "щоб ми надіслали їм додаткову данину $TRIBUTE|Y$¤. Коли вони задовольнять свою жадібність?"
 FORCE_SEPPUKU_TITLE:0 "Примусити до сеппуку"
 FORCE_SEPPUKU_DESCRIPTION:2 "Даймьо, що розпалюють війну, ганьблять свій клан. Смерть – єдина можливість вийти із сітуації з честю. Якщо ми змусимо $DAIMYO|Y$ здійснити сеппуку, $HISHER$ наступник повинен побачити переваги більш мирного шляху.\n\nЦя дія дасть нам бали монарха, кратні $X|Y$, за кожне вміння їхнього нового монарха."
 CANT_SEPPUKU_REGENT:0 "$MONARCH$ не може зробити сеппуку."
 CANT_SEPPUKU_PEACEFUL:0 "$DAIMYO$ не оголосив жодної війни."
 RETURN_LAND_TITLE:0 "Повернути землю"
 RETURN_LAND_DESCRIPTION:0 "Вони утримують землі, які не належать їм по праву. Ми це вирішимо."
 RETURN_LAND_SPECIFIC_DESC:1 "Повернути провінцію $PROVINCE|Y$ державі $TAKER|Y$. $GIVERS|Y$ збільшить своє бажання свободи на $LD$, досягши $LD_TOTAL$."
 RETURN_LAND_NO_ELIGBLE:0 "Немає провінцій, які можна повернути."
 RETURN_LAND_EFFECT:0 "Вони повернуть повінцію $PROVINCE$ державі $WHO$,"
 OVERLORD_RETURNED_LAND:0 ", що ми повернемо провінцію $PROVINCE|Y$ державі $WHO|Y$."
 CONTRIBUTE_TO_CAPITAL_TITLE:0 "Сприяти розвитку столиці"
 CONTRIBUTE_TO_CAPITAL_DESCRIPTION:0 "Змусити їхню найрозвиненішу провінцію $PROVINCE|Y$ зробити внесок у вигляді $DEVTYPE|Y$ до розвитку столиці $CAPITALNAME|Y$. Вони втратять $LOST|Y$ Розвитку, ми ж отримаємо $GAINED|Y$."
 CONTRIBUTE_TO_CAPITAL_GENERAL_DESC:0 "Змусити їхню найрозвиненішу провінцію сприяти розвитку столиці $CAPITALNAME|Y$. Вони втратять $LOST|Y$ Розвитку, ми ж отримаємо $GAINED|Y$."
 CONTRIBUTE_TO_CAPITAL_NO_TARGET:1 "Жодна провінція не має хоча б $MINDEV$ розвитку того ж типу."
 CONTRIBUTE_TO_CAPITAL_SIEGE:0 "$CAPITAL$ знаходиться в облозі!"
 CONTRIBUTE_TO_CAPITAL_OCCUPIED:0 "$CAPITAL$ окупована ворогом!"
 CONTRIBUTE_TO_CAPITAL_TOO_SMALL:1 "Їхній клан занадто малий і $NAME$ – їхня найрозвиненіша провінція – не має принаймні $DEV$ Розвитку, щоб ми могли примусити їх сприяти розвитку столиці."
 OVERLORD_CONTRIBUTED_TO_CAPITAL:0 "зменшити на $AMOUNT|Y$, щоб вкрасти $DEVTYPE|Y$ провінції $TAKENFROM|Y$."
 INCREASE:0 "Збільшити"
 DECREASE:0 "Зменшити"
 CHANGE:0 "Змінити"
 CHANGE_ISOLATION_TITLE:0 "$INCREASEDECREASE$ ізоляціонізм"
 CHANGE_ISOLATION_DESCRIPTION:1 "Наблизити рівень їхнього ізоляціонізму до нашого!"
 CHANGE_ISOLATION_SAME:0 "Рівень їхнього ізоляціонізму такий же, як у нас."
 CONSCRIPT_GENERAL_TITLE:0 "Призвати генерала"
 CONSCRIPT_GENERAL_SPECIFIC_DESC:1 "Закликати їхнього найкращого генерала – $NAME|Y$ ($FIRE$/$SHOCK$/$MANUEVER$/$SIEGE$) зміцнити наші власні сили."
 CONSCRIPT_GENERAL_DESCRIPTION:0 "Закликати їхнього найкращого генерала для зміцнення наших сил."
 CONSCRIPT_GENERAL_NO_TARGET:0 "Немає придатного генерала."
