l_english:
 DLC_dlc001_TOOLTIP_INSTANT:0 "100 Years War Unit Pack"
 DLC_dlc056_TOOLTIP_INSTANT:0 "Italian Unit Pack"
 DLC_dlc056_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Florence, Milan, Naples, and Venice"
 DLC_dlc057_TOOLTIP_INSTANT:0 "East African Unit Pack"
 DLC_dlc057_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Ethiopia and for Nubian, Somali, and Swahili nations"
 DLC_dlc058_TOOLTIP_INSTANT:0 "North Africa Unit Pack"
 DLC_dlc058_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Algiers, Morocco, The Mamluks, and Tunis"
 DLC_dlc059_TOOLTIP_INSTANT:0 "Kairi's Soundtrack Part II"
 DLC_dlc059_TOOLTIP_DELAYED:0 "- 5 tracks composed by Kairi 'Blodeuyn' Sawler, inspired by the regions of the Far East"
 DLC_dlc060_TOOLTIP_INSTANT:0 "Rights of Man"
 DLC_dlc060_TOOLTIP_DELAYED:0 "- Новий статус великих держав\n- Особистості правителів\n- У династичних шлюбах з'являються консорти, які можуть бути регентами\n- Коптські держави отримали механіку священних місць\n- Унікальний уряд для Османської імперії"
 DLC_dlc061_TOOLTIP_INSTANT:0 "German Princes Unit Pack"
 DLC_dlc061_TOOLTIP_DELAYED:0 "- 24 new tier 1 and tier 3 unit models for German principalities, including Bavaria, Hanover, and Saxony"
 DLC_dlc062_TOOLTIP_INSTANT:0 "West African Unit Pack"
 DLC_dlc062_TOOLTIP_DELAYED:0 "- 32 нових моделей військ для West African nations including Air, Kanem Bornu, and Mali"
 DLC_dlc063_TOOLTIP_INSTANT:0 "Songs of Regency"
 DLC_dlc063_TOOLTIP_DELAYED:0 "- 4 tracks unique for Rights of Man"
 DLC_dlc064_TOOLTIP_INSTANT:0 "Fredman's Epistles"
 DLC_dlc064_TOOLTIP_DELAYED:0 "- 15 tracks when playing as a Scandinavian nation"
 DLC_dlc065_TOOLTIP_INSTANT:0 "Fredman's Epistles"
 DLC_dlc065_TOOLTIP_DELAYED:0 "- 15 tracks when playing as a Scandinavian nation"
 DLC_dlc066_TOOLTIP_INSTANT:0 "Mandate of Heaven"
 DLC_dlc066_TOOLTIP_DELAYED:0 "- Історичні століття та золота доба\n- Розширена механіка Китайської імперії\n- Китайська імперія може примусити сусідів до статусу данника\n- Нова механіка сьоґунату\n- Маньчжурські воєначальники можуть піднімати знамена"
 DLC_dlc067_TOOLTIP_INSTANT:0 "Daimyo Unit Pack"
 DLC_dlc067_TOOLTIP_DELAYED:0 "- 12 new tier 1 unit models for Japanese daimyos, including Date, Imagawa, and Uesugi"
 DLC_dlc068_TOOLTIP_INSTANT:0 "Asian Majors Unit Pack"
 DLC_dlc068_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Japan, Korea, Ming and Qing"
 DLC_dlc069_TOOLTIP_INSTANT:0 "Northern Unit Pack"
 DLC_dlc069_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для the tribal armies of Chagatai, Manchu, Mongolia and Oirat"
 DLC_dlc070_TOOLTIP_INSTANT:1 "Artillery Pack"
 DLC_dlc070_TOOLTIP_DELAYED:0 "- 8 new artillery models for Western, Eastern, Muslim, Indian, African, Asian, and South and North American cultures"
 DLC_dlc071_TOOLTIP_INSTANT:2 "Asian Ships Pack"
 DLC_dlc071_TOOLTIP_DELAYED:0 "- 22 нових моделей кораблів for Asian nations, including 4 unique to Japan and Korea"
 DLC_dlc072_TOOLTIP_INSTANT:0 "Third Rome"
 DLC_dlc072_TOOLTIP_DELAYED:0 "- Царства та князівства\n- Іконопис\n- Митрополії\n- Особливі стрілецькі загони для руських князівств\n- Сибірський фронтир\n- Нові російські місії"
 DLC_dlc073_TOOLTIP_INSTANT:0 "Russian Principalities Unit Pack"
 DLC_dlc073_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Odoyev, Ryazan, Tver, and Yaroslavl"
 DLC_dlc074_TOOLTIP_INSTANT:0 "Russian Borders Unit Pack"
 DLC_dlc074_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Kazan, Lithuania, Perm, and Pskov"
 DLC_dlc075_TOOLTIP_INSTANT:0 "Russian What If? Unit Pack"
 DLC_dlc075_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Nizhny Novgorod, Polotsk, Ruthenia, and Smolensk"
 DLC_dlc076_TOOLTIP_INSTANT:0 "The Rus Awakening"
 DLC_dlc076_TOOLTIP_DELAYED:0 "- 3 tracks of Russian-themed music"
 DLC_dlc077_TOOLTIP_INSTANT:0 "Cradle of Civilization"
 DLC_dlc077_TOOLTIP_DELAYED:0 "- Нові форми правління на Близькому Сході\n- Торгові політики\n- Ісламські школи\n- Професіоналізм армії\n- Підвищення розвитку"
 DLC_dlc078_TOOLTIP_INSTANT:0 "Peninsula Unit Pack"
 DLC_dlc078_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Hedjaz, Najd, Oman, and Yemen"
 DLC_dlc079_TOOLTIP_INSTANT:0 "Persian Unit Pack"
 DLC_dlc079_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Afghanistan, Persia, Tabarestan, and Kurdish nations"
 DLC_dlc080_TOOLTIP_INSTANT:0 "Rivers Unit Pack"
 DLC_dlc080_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Aq Qoyunlu, Haasa, Qara Qoyunlu, and Shammar"
 DLC_dlc081_TOOLTIP_INSTANT:0 "Ottoman Tunes"
 DLC_dlc081_TOOLTIP_DELAYED:0 "- 5 tracks for Muslim nations"
 DLC_dlc082_TOOLTIP_INSTANT:1 "Iranian Advisor Pack"
 DLC_dlc082_TOOLTIP_DELAYED:0 "- 42 нових портретів радників for Persian cultures"
 DLC_dlc083_TOOLTIP_INSTANT:0 "Muslim Woman Pack"
 DLC_dlc083_TOOLTIP_DELAYED:0 "- 21 female advisor portraits for Muslim cultures"
 DLC_dlc084_TOOLTIP_INSTANT:0 "Rule Britannia"
 DLC_dlc084_TOOLTIP_DELAYED:0 "- Нові британські місії\n- Промислова революція\n- Інноваційність\n- Англіканство\n- Морські доктрини\n- Обмін знаннями"
 DLC_dlc085_TOOLTIP_INSTANT:0 "Western Ireland Unit Pack"
 DLC_dlc085_TOOLTIP_DELAYED:0 "- 11 нових моделей військ для Clanricarde, Desmond, Sligo, and Thomond"
 DLC_dlc086_TOOLTIP_INSTANT:0 "Eastern Ireland Unit Pack"
 DLC_dlc086_TOOLTIP_DELAYED:0 "- 12 нових моделей військ для Kildare, Leinster, Tyrone, and Ulster"
 DLC_dlc087_TOOLTIP_INSTANT:0 "British Nations Unit Pack"
 DLC_dlc087_TOOLTIP_DELAYED:0 "- 14 нових моделей військ для Brittany, Ireland, Scotland, and Wales"
 DLC_dlc088_TOOLTIP_INSTANT:0 "British Revolters Unit Pack"
 DLC_dlc088_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для Cornwall, Meath, Normandy, and Northumberland"
 DLC_dlc089_TOOLTIP_INSTANT:0 "Rule Britannia Music Pack"
 DLC_dlc089_TOOLTIP_DELAYED:0 "- 3 tracks for British nations"
 DLC_dlc090_TOOLTIP_INSTANT:0 "Dharma"
 DLC_dlc090_TOOLTIP_DELAYED:0 "- Урядові реформи\n- Розширена система політик\n- Інвестиції в торгові компанії\n- Нові індійські гілки місій і стани\n- Чартерні компанії\n- Розвиток центрів торгівлі"
 DLC_dlc091_TOOLTIP_INSTANT:0 "Hindu Unit Pack"
 DLC_dlc091_TOOLTIP_DELAYED:0 "- 20 нових моделей військ для Gondwana, Mewar, Nepal, Orissa, and South Indian Minor Nations"
 DLC_dlc092_TOOLTIP_INSTANT:0 "Indian Sultanate Unit Pack"
 DLC_dlc092_TOOLTIP_DELAYED:0 "- 20 нових моделей військ для Bahmanis, Gujarat, Jaunpur, Malwa, and the Mughals"
 DLC_dlc093_TOOLTIP_INSTANT:1 "Dharma Advisor Portraits Pack"
 DLC_dlc093_TOOLTIP_DELAYED:0 "- 42 new male and female advisor portraits for Indian nations and cultures"
 DLC_dlc094_TOOLTIP_INSTANT:0 "Dharma Music Pack"
 DLC_dlc094_TOOLTIP_DELAYED:0 "- 3 tracks for playing in and around India"
 DLC_dlc095_TOOLTIP_INSTANT:0 "Golden Century"
 DLC_dlc095_TOOLTIP_DELAYED:0 "- Вигнання меншин\n- Створення релігійних орденів\n- Нові гілки місій для Іберії та Північної Африки\n- Піратські республіки\n- Флагмани\n- Морський шквальний вогонь"
 DLC_dlc096_TOOLTIP_INSTANT:0 "Iberian Ships Unit Pack"
 DLC_dlc096_TOOLTIP_DELAYED:0 "- 17 нових моделей кораблів for the Iberian nations"
 DLC_dlc097_TOOLTIP_INSTANT:0 "Berber Ships Unit Pack"
 DLC_dlc097_TOOLTIP_DELAYED:0 "- 17 нових моделей кораблів for Berber & North African nations"
 DLC_dlc098_TOOLTIP_INSTANT:0 "Iberian Army Unit Pack"
 DLC_dlc098_TOOLTIP_DELAYED:0 "- 20 unit models for Galicia, Granada, Navarra, and the Pirate nations"
 DLC_dlc099_TOOLTIP_INSTANT:0 "Golden Century Music Pack"
 DLC_dlc099_TOOLTIP_DELAYED:0 "- 3 tracks for Iberian and Pirate nations"
 DLC_dlc101_TOOLTIP_INSTANT:0 "Emperor"
 DLC_dlc101_TOOLTIP_DELAYED:1 "- Європейські гілки місій\n- Призначення кардиналів\n- Папські булли\n- Папська десятина\n- Тридентський собор\n- Імперські інциденти\n- Нові імперські реформи\n- Революційний запал\n- Центри революції\n- Рівні захистника віри\n- Аспекти гуситської церкви\n- Гегемонії"
 DLC_dlc102_TOOLTIP_INSTANT:0 "Balkan Unit Pack"
 DLC_dlc102_TOOLTIP_DELAYED:0 "- 16 нових моделей військ для для балканських націй"
 DLC_dlc103_TOOLTIP_INSTANT:0 "Beyond the Alps Unit Pack"
 DLC_dlc103_TOOLTIP_DELAYED:0 "- 12 нових моделей військ для Italian and Swiss nations"
 DLC_dlc104_TOOLTIP_INSTANT:0 "Unifiers Unit Pack"
 DLC_dlc104_TOOLTIP_DELAYED:0 "- 5 нових моделей військ для Італії, Німеччини, Священної Римської Імперії та Лотарингії"
 DLC_dlc105_TOOLTIP_INSTANT:0 "Emperor Music Pack"
 DLC_dlc105_TOOLTIP_DELAYED:0 "- 3 tracks for European nations"
 DLC_dlc106_TOOLTIP_INSTANT:0 "Левіафан"
 DLC_dlc106_TOOLTIP_DELAYED:0 "- Гілки місій Південно-Східної Азії\n- Монументи\n- Розширені колоніальні нації\n- Отримання прихильності\n- Концентрація розвитку\n- Централізація володінь\n- Розширені регентства\n- Тотемізм\n\nДодаткові можливості:\n- Урядова реформа мандала\n- Пограбування столиць\n- Найм транспортів"
 DLC_dlc110_TOOLTIP_INSTANT:0 "Витоки"
 DLC_dlc110_TOOLTIP_DELAYED:0 "- Африканські унікальні та регіональні гілки місій\n- Африканські урядові реформи\n- Привілеї африканських станів\n- Механіки юдаїзму\n- Нові моделі африканських юнітів і місіонерів\n- Нова музика для Африки\n\nДодаткові можливості:\n- Нові події юдаїзму\n- Унікальний юніт чава для Ефіопії"
 DLC_dlc115_TOOLTIP_INSTANT:0 "Леви Півночі"
 DLC_dlc115_TOOLTIP_DELAYED:0 "- Нові гілки місій для скандинавських і балтійських країн\n- Нові унікальні урядові реформи для скандинавських та балтійських країн\n- Нові особливі станові привілеї для скандинавських і балтійських країн\n- Нові спецпідрозділи, шведсько-фінські каролінери та польсько-литовські крилаті гусари\n- Нові моделі для скандинавських і балтійських країн\n- 6 нових пісень для скандинавських та балтійських країн"
 DLC_dlc119_TOOLTIP_INSTANT:0 "Панування"
 DLC_dlc119_TOOLTIP_DELAYED:0 "- Нові гілки місій та механік Османської імперії, Китаю, Японії, Московії, Еспанії, Франції та Великої Британії, а також зміни місій та розширення значущості ролі Прусії, Португалії та Кореї\n- Понад 60 нових унікальних державних реформ, доступних для багатьох різних країн і культурних груп\n- Понад 60 нових станових привілеїв, розподілених між усіма станами\n- Нові сухопутні (мушкетери, самураї та терції) та військово-морські (каравели, галеони, галеаси, мановари, кораблі Ост-Індійської компанії та кобуксони) спеціальні підрозділи\n- Нові моделі для французьких, південнокитайських, айнських і пилипинських країн\n- 9 нових пісень для Туреччини, Франції та Китаю"
 DLC_dlc125_TOOLTIP_INSTANT:0 "Уроки історії Японії"
 DLC_dlc125_TOOLTIP_DELAYED:0 "- Learn more about early modern Japan in this package of lectures from Isaac Meyer, host of the popular History of Japan podcast\n- This collection of thirty-five lessons deals with key moments and symbols of Japan in the timeline of Europa Universalis IV, available through the in-game music player"
 DLC_dlc126_TOOLTIP_INSTANT:0 "Уроки історії Китаю"
 DLC_dlc126_TOOLTIP_DELAYED:0 "- Learn more about Ming China, the early Qing dynasty and the surrounding nations in this package of lectures from Laszlo Montgomery, host of the popular History of China podcast\n- This collection of twenty-six lessons covers the important events and cultures of early modern China through 5 to 10 minute lectures that can be heard through the in-game music player"
 DLC_dlc128_TOOLTIP_INSTANT:0 "Король королів"
 DLC_dlc128_TOOLTIP_DELAYED:0 "Основні особливості:\n- Нові гілки місій для Персії, Мамлюків, Візантії, Ардебіля, Грузії, Вірменії, Ак-Коюнлу, Кара-Коюнлу, арабських та єменських народів\n- Нові механіки для Персії та Мамлюків\n- Нові урядові реформи для Персії в залежності від країни, що її сформувала, три різні релігійні шляхи на вибір\n- Нові типи суб'єктів для Персії та Візантії\n- Нові святі ордени, спеціальні юніти та дипломатичні дії для Персії та Мамлюків\n- Понад 170 нових подій\n- Нові моделі юнітів для Кіпру, Трапезунда, Карамана, Ізраїлю, Тлемсена, Сирії, Вірменії та Грузії\n- Нова музика перського, єгипетського та кавказького колоритів"
 DLC_dlc136_TOOLTIP_INSTANT:0 "Вітри змін"
 DLC_dlc136_TOOLTIP_DELAYED:0 "Основні особливості:\n- Нові та перероблені дерева місій для інків, ацтеків, майя, Нідерландів, Австрії, Угорщини, Богемії, Німеччини, Італії, Венеції, Тимуридів, Великих Моголів, середньоазіатських орд, Хісн Кайфи, Гормузу, Оману, Теодоро, Трапезунду та вторгнення на заході сонця.\n- Урядові механіки для інків, ацтеків, Німеччини, Венеції, Гормузу та Оману.\n- Понад 40 нових унікальних урядових реформ.\n- Понад 50 нових унікальних станових привілеїв.\n- Додатковий контент, такий як події, рішення, місцеві організації, дипломатичні дії, Casus Belli та типи суб'єктів.\n- Моделі юнітів для Молдови, Умбрії, Романьолі, Далмації, Вестфалії, Рейну, Словаччини та Хорватії.\n- 9 нових пісень американського, центральноєвропейського та близькосхідного колоритів."
 MAPMODE_EXPANSION:0 "DEBUG: Рекомендовані розширення"
 MAPMODE_CONTENT:0 "DEBUG: Рекомендовані пакети контенту"
 MAPMODE_UNIT:0 "DEBUG: Рекомендовані набори військ"
 MAPMODE_MUSIC:0 "DEBUG: Рекомендовані набори музики"
 RED_QUEEN_DLC_OWNED:0 "§YУ власності§!"
 RED_QUEEN_DLC_FREE:0 "§YБезкоштовно§!"
 RED_QUEEN_DLC_ENABLED:0 "§YАктивовано§!"
 RED_QUEEN_DLC_ENABLED_BY_HOST:0 "§YАктивовано хостом§!"
 RED_QUEEN_DLC_DISABLED:0 "§RВідключено§!"
 RED_QUEEN_DLC_DISABLED_BY_HOST:0 "§RВідключено хостом§!"
 RED_QUEEN_DLC_NOT_OWNED:0 "§RНе належить§!"
 VIEW_ON_STORE:0 "Переглянути в магазині"
 LANDING_INTERESTING_NATION:0 "Гра за державу $TAG|Y$ буде цікавішою з доповненням $DLC|Y$"
 LANDING_dlc010_TEXT:0 "Основні особливості:\n- Випадковий Новий Світ\n- Create & play as Colonial Nations\n- Expanded mechanics for Native Americans"
 LANDING_dlc010_FLAVOR_TEXT:2 "Send forth ships to explore the unknown, and discover a New World - perhaps a very new one, a completely randomized American continent.\n\nConquest of Paradise also offers the possibility to play as a Native American nation and master the federation mechanics and national ideas that are unique for the nations.\nFor colonizers, there is now the option to play as a colonial nation, and directly control the destiny of settlers setting forth in the New World."
 LANDING_dlc018_TEXT:0 "Основні особливості:\n- Використання таємних операцій для виправдання торгових конфліктів\n- Каперство\n- Торгові столиці\n- Торгові компанії\n\nДодаткові можливості:\n- Покращена сухопутна торгівля\n- Верховні божества гіндуїстів\n- Будівництво каналів"
 LANDING_dlc018_FLAVOR_TEXT:2 "Wealth of Nations focuses on trade and how to make the wealth of the world flow into your coffers.\n\nThis expansion allows you to create trade conflicts in secret, steal from your competitors with the use of privateers, use peace treaties to gain trade power and create a new trade capital to strengthen your grasp over trade.\nWith your new-found wealth, you can now invest your vast financial reserves into great projects, such as the Kiel Canal, Suez Canal and Panama Canal."
 LANDING_dlc021_TEXT:1 "Основні особливості:\n- Republican Диктатури\n- New factions for Merchant Republics\n- Special elections for Dutch Republics\n\nДодаткові можливості:\n- New actions for and against Elective Monarchies\n- Merchant Republics can place trading posts\n- Нові події для республік"
 LANDING_dlc021_FLAVOR_TEXT:2 "Res Publica focuses on new and unique ways to rule over your populace and govern your nation.\n\nFeaturing the introduction of a new government type, this expansion also offers new idea groups to explore as well as new gameplay elements for Republics and Dictatorship. Res Publica elevates the art of governance and exploration by allowing the player to experience new ways of receiving bonuses, whilst expanding on their trade empire."
