l_ukrainian:
 EVTOPTL5060:0 "Хай тобі... в кометному сенсі!"
 unlock_prussian_republic_reform_tt:0 "Буде розблоковано урядову реформу '§YСтратократична адміністрація§!'."
 unlock_prussian_theocratic_reform_tt:0 "Буде розблоковано урядову реформу '§YМілітаристська божественна держава§!'."
 unlock_livonian_military_monarchy_tt:1 "Буде розблоковано урядову реформу '§YЛівонська мілітаристська монархія§!'."
 unlock_livonian_naval_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонські генеральні штати§!'."
 unlock_livonian_trade_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська плутократія§!'."
 unlock_livonian_theocratic_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська теократія§!'."
 unlock_livonian_elective_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська виборна монархія§!'."
 unlock_livonian_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська монархія§!'."
 unlock_livonian_mercenary_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська держава найманців§!'."
 unlock_livonian_diplomatic_monarchy_tt:1 "Буде розблоковано урядову реформу '§YЛівонська державна рада§!'."
 unlock_livonian_constitutional_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська конституційна монархія§!'."
 unlock_livonian_administrative_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонське імперське правління§!'."
 unlock_livonian_admiral_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонське адміралтейство§!'."
 unlock_livonian_naval_controlled_monarchy_tt:1 "Буде розблоковано урядову реформу '§YЛівонська таласократія§!'."
 unlock_livonian_general_controlled_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська автократія§!'."
 unlock_livonian_absolute_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська абсолютна монархія§!'."
 unlock_livonian_enlightened_monarchy_tt:0 "Буде розблоковано урядову реформу '§YЛівонська просвічена монархія§!'."
 unlock_merchant_theocracy_reform_tt:1 "Буде розблоковано урядову реформу '§YБлагословенна плутократія§!'."
 unlock_reformer_state_reform_tt:1 "Буде розблоковано урядову реформу '§YРятівна плутократія§!'."
 unlock_allotment_system_tt:0 "Буде розблоковано урядову реформу для монархій '§YНадільна система§!'."
 unlock_merc_hakkapeliita_cavalry_tt:0 "Можна буде найняти компанію найманців §YГакапелітська кавалерія§!."
 unlock_merc_large_hakkapeliita_cavalry_tt:0 "Можна буде найняти компанію найманців §YГакапелітська армія§!."
 unlock_merc_guerilla_hakkapeliita_cavalry_tt:0 "Можна буде найняти компанію найманців §YГакапелітські застрільники§!."
 unlock_merc_elite_hakkapeliita_cavalry_tt:0 "Можна буде найняти компанію найманців §YЕлітні гакапеліти§!."
 unlock_merc_prussian_volunteer_army_tt:0 "Можна буде найняти компанію найманців §YПруська добровольча армія§!."
 unlock_merc_schwarze_garde_tt:0 "Можна буде найняти компанію найманців §YЧорна гвардія§!."
 unlock_merc_hessian_jaegerkorps_tt:0 "Можна буде найняти компанію найманців §YГессенський єгерський корпус§!."
 unlock_merc_doppelsoeldner_tt:0 "Можна буде найняти компанію найманців §YДоппельзольднери§!."
 unlock_merc_frisian_free_company_tt:0 "Можна буде найняти компанію найманців §YФризька вільна компанія§!."
 unlock_merc_flemish_company_tt:0 "Можна буде найняти компанію найманців §YФламандська компанія§!."
 unlock_merc_reislaufer_tt:0 "Можна буде найняти компанію найманців §YШвейцарські найманці§!."
 unlock_merc_tyrolean_guard_tt:0 "Можна буде найняти компанію найманців §YТирольська гвардія§!."
 costs_no_army_professionalism:1 "§JЦя компанія найманців НЕ коштуватиме §Yпрофесіоналізму армії§! при наймі.§!"
 global_merc_company:0 "Доступні для найму §Yв усьому світі§!."
 unlock_estate_brahmins_tt:0 "Розблокувати стан §Yбрагмани§!."
 unlock_estate_church_tt:0 "Розблокувати стан §Yдуховенство§!."
 unlock_estate_maratha_tt:0 "Розблокувати стан §Yмаратха§!."
 unlock_estate_nobles_tt:0 "Розблокувати стан §Yдворяни§!."
 unlock_estate_burghers_tt:0 "Розблокувати стан §Yбургери§!."
 unlock_estate_vaisyas_tt:0 "Розблокувати стан §Yвайш'я§!."
 unlock_estate_nomadic_tribes_tt:0 "Розблокувати стан §Yклани§!."
 unlock_estate_dhimmi_tt:0 "Розблокувати стан §Yзіммі§!."
 unlock_estate_jains_tt:0 "Розблокувати стан §Yджайни§!."
 unlock_estate_rajput_tt:0 "Розблокувати стан §Yраджпути§!."
 unlock_estate_janissaries_tt:0 "Розблокувати стан §Yяничари§!."
 unlock_estate_eunuchs_tt:0 "Розблокувати стан §Yєвнухи§!."
 unlock_estate_cossacks_tt:0 "Розблокувати стан §Yкозаки§!."
 unlock_estate_qizilbash_tt:0 "Розблокувати стан §Yкизилбаші§!."
 unlock_estate_ghulams_tt:1 "Розблокувати стан §Yгулями§!."
 is_unavailable_estate_cossacks:1 "§RЦей стан недоступний, якщо ми §Yреволюціонери§!, є §Yпіратською республікою§! або стали §YПіднебесною Імперією§!.§!"
 disable_rebels_from_seize_land_for_estate_nobles:0 "§Y[Root.GetNobilityOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_brahmins:0 "§Y[Root.GetBrahminsOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_burghers:0 "§Y[Root.GetBurghersOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_church:0 "§Y[Root.GetChurchOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_cossacks:0 "§Y[Root.GetCossacksOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_dhimmi:0 "§Y[Root.GetDhimmiOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_jains:0 "§Y[Root.GetJainsOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_maratha:0 "§Y[Root.GetMarathaOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_nomadic_tribes:0 "§Y[Root.GetTribesOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_rajput:0 "§Y[Root.GetRajputOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_vaisyas:0 "§Y[Root.GetVaisyasOrFallbackName]§! більше не підійматимуть повстання, після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_janissaries:0 "§YЯничари§! більше не підійматимуть повстання після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_estate_eunuchs:0 "§YЄвнухи§! більше не підійматимуть повстання після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 disable_rebels_from_seize_land_for_all:0 "§YЖодний стан§! більше не підійматиме повстання після конфіскації їхніх земель, якщо їхня лояльність впаде нижче §Y30§!."
 will_upgrade_center_of_trade_to_level_2_tt:1 "Рівень центру торгівлі в провінції §Y[This.GetName]§! підвищиться на 1, до максимального 2 рівня."
 ME_ADD_PRESTIGE_OR_MONARCHPOWER:0 "Весь надлишок престижу буде перетворено на кожен тип §Yбалів монарха§!."
 ADD_STAT_OR_POWER_adm:0 "Надлишок балів вище §Y6§! £adm£ буде перетворено на §G100§! адміністративних балів."
 ADD_STAT_OR_POWER_dip:0 "Надлишок балів вище §Y6§! £dip£ буде перетворено на §G100§! дипломатичних балів."
 ADD_STAT_OR_POWER_mil:0 "Надлишок балів вище §Y6§! £mil£ буде перетворено на §G100§! військових балів."
 ADD_ACCEPTED_CULTURE_TT:2 "Якщо §Yкультура§! вже є §Yвизнаною§!, ви натомість отримаєте §G$POINTS$§! дипломатичних балів."
 ADD_ACCEPTED_CULTURE_SLOT_LIMITATION_TT:0 "Якщо §Yкультура§! вже є §Yвизнаною§!, або якщо не вистачає §Yвільних слотів§!, ви натомість отримаєте §G100§! дипломатичних балів."
 CULTURE_WILL_NOT_TAKE_SLOT_UNTIL_DEMOTED_TT:0 "Ви отримуватимете §G+1§! до максимального числа просунутих культур, доки цю §Yкультуру§! не буде понижено."
 crusader_can_always_reform_jerusalem:0 "Стане доступна можливість сформувати §YЄрусалим§! поза Епохою Відкриттів і Епохою Реформації."
 fifty_percent_merc_army_professionalism_cost_tt:0 "Вартість професіоналізму армії при вербуванні найманців буде знижено на §G50.0%§!."
 halves_parliament_bribe_costs_tt:0 "Витрати на §Yпідкуп парламенту§! зменшаться на §G50%§!."
 allow_earlier_scandinavia_formation_tt:0 "Створення §YСкандинавії§! більше не потребує §Yадміністративні технології§! §Y20§! рівня."
 scandinavian_nation_tt:0 "Завершено місію, яка скасовує вимоги до §Yадміністративних технологій§! для створення §YСкандинавії§!."
 scandinavian_nation_ct:0 "Буде отримано §Yдовічні претензії§! на регіони та області, необхідні для виконання місій, розблокованих шляхом створення §YСкандинавії§!."
 temples_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YКомандорства П'яти Армій§!, це дає такі ефекти:"
 temples_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YКомандорства П'яти Армій§!, це дає такі ефекти:§!"
 enuchs_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходиться §YБюро морської торгівлі§!, це дає такі ефекти:"
 enuchs_in_power_tt:1 "\n§gЯкщо при владі знаходиться §YБюро морської торгівлі§!, це дає такі ефекти:§!"
 bureaucrats_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходиться §YВеликий секретаріат§!, це дає такі ефекти:"
 bureaucrats_in_power_tt:1 "\n§gЯкщо при владі знаходиться §YВеликий секретаріат§!, це дає такі ефекти:§!"
 mr_aristocrats_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YАристократи§!, це дає такі ефекти:"
 mr_aristocrats_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YАристократи§!, це дає такі ефекти:§!"
 mr_traders_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YТорговці§!, це дає такі ефекти:"
 mr_traders_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YТорговці§!, це дає такі ефекти:§!"
 mr_guilds_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YГільдії§!, це дає такі ефекти:"
 mr_guilds_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YГільдії§!, це дає такі ефекти:§!"
 rr_jacobins_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YЯкобінці§!, це дає такі ефекти:"
 rr_jacobins_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YЯкобінці§!, це дає такі ефекти:§!"
 rr_royalists_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YРоялісти§!, це дає такі ефекти:"
 rr_royalists_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YРоялісти§!, це дає такі ефекти:§!"
 rr_girondists_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YЖирондисти§!, це дає такі ефекти:"
 rr_girondists_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YЖирондисти§!, це дає такі ефекти:§!"
 pr_buccaneers_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YБуканьєри§!, це дає такі ефекти:"
 pr_buccaneers_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YБуканьєри§!, це дає такі ефекти:§!"
 pr_smugglers_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YКонтрабандисти§!, це дає такі ефекти:"
 pr_smugglers_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YКонтрабандисти§!, це дає такі ефекти:§!"
 pr_captains_are_currently_in_power_tt:0 "\nОскільки зараз при владі знаходяться §YКапітани§!, це дає такі ефекти:"
 pr_captains_in_power_tt:1 "\n§gЯкщо при владі знаходяться §YКапітани§!, це дає такі ефекти:§!"
 SET_RANK_EMPIRE_TOOLTIP:0 "Урядовий ранг §Y[This.GetTagOGO]§! буде змінено на §YІмперія§!."
 ###MISSIONS FOR SWEDEN###
 swe_engelbrekt_rebellion_title:0 "Повстання Енґельбректа"
 swe_engelbrekt_rebellion_desc:0 "У 1434 та 1436 роках відважні шведські гірники та селяни на чолі з дворянином Енґельбректом Енґельбректсоном підняли свої кирки та вила в надії звільнити Швецію від капосного впливу данців. Але, звичайно, повстання розпалося, коли Енґельбректа було вбито.\nХоча його повстання, можливо, й зазнало поразки, його дух все ще живе у нашому народі. Прийшов час підняти війська, готові боротися за незалежність нашої країни!"
 swe_military_advisor_title:0 "Військові поради"
 swe_military_advisor_desc:0 "Повстання Енґельбректа зазнало невдачі через його вбивство, а також через підтримку Стокгольмом Данської Корони. Але навіть якби Енґельбректу вдалося заручитися підтримкою Стокгольма, у нього не було військових навичок, щоб привести бунтівників до перемоги. Ми вчинимо краще і заручимося військовими порадами, коли настане момент нашої війни за незалежність."
 swe_military_advisor_tt:0 "Запущено подію '§YКінець Кальмарської унії§!' і ми обрали варіант '§YСвобода!§!'."
 swe_conquest_of_novgorod_title:0 "Варязька спадщина"
 swe_conquest_of_novgorod_desc:0 "Місто Новгород було засноване стародавніми варягами Скандинавії, коли вони ще йшли торговими шляхами до Візантійської імперії у VIII столітті. Згодом Новгород увійшов до складу східнослов'янського народу, а старі ознаки варягів зникли. Але місто все ще є частиною нашої стародавньої спадщини, і тому ми маємо право повернути його."
 swe_conquest_of_moscovy_title:0 "Місто русів"
 swe_conquest_of_moscovy_desc:1 "Москва є батьківщиною московитів, які теж з часом прийняли назву Русь. Як Новгород, так і Москва були засновані нашими предками, хоча вони здебільшого були відомі як Київська Русь. Протягом століть зв'язок нашого народу з Київською Руссю в кращому випадку послабився.\nОднак московити виявилися серйозною загрозою. У наших інтересах завоювати їхній центр влади, щоб захистити Швецію від їхнього впливу. Історичний зв'язок з містом – лише чудовий бонус."
 swe_high_income_title:0 "Збільште наш дохід"
 swe_high_income_desc:0 "Скандинавія не належить до найбагатших регіонів Європи. Хоча наше виробництво заліза й особливо міді зберігає профіцит, цього ще недостатньо, щоб забезпечити безпечне майбутнє для нашого уряду. Треба будь-якими способами збільшувати наші державні доходи."
 swe_conquer_scania_title:0 "Шведський лен Сконе"
 swe_conquer_scania_desc:0 "Лен Сконе – данський плацдарм на материковій частині Скандинавії й поки він буде в їхніх руках, ми завжди будемо вразливими з півдня. Ми повинні якнайшвидше завоювати цю територію, щоб стримати загрозу з боку Данії."
 swe_develop_dalaskogen_title:0 "Стура- Коппарберг" ##змінено умисно
 swe_develop_dalaskogen_desc:0 "Стура-Коппарберг, або копальня Велика Мідна гора (швед.) – стара мідна копальня у провінції [8.GetName], кількість чистої мідної руди якої забезпечувала економіку Швеції ще з IX століття. За короля Магнуса IV компанія, яка відповідала за процес видобутку, отримала додаткові привілеї в 1347 році, що ще більше збільшило виробництво міді.\nХоча Стура-Коппарберг вже приносить значну частку нашого прибутку, її потенціал ще не повністю розкритий."
 swe_industrialize_sweden_title:0 "Шведська індустріалізація"
 swe_industrialize_sweden_desc:0 "Свеланд є серцем нашої економіки. [8.GetAdjective]а мідь покриває дві третини потреб Європи, тоді як наше залізо та сталь дуже зажадані арміями цього світу. Проте, схоже, що потреби Європи у нашому металі лише зростають. Ми повинні індустріалізувати промисловість Свеаланду, щоб охопити європейські ринки.\nКрім того, наші власні війська із задоволенням воювали б зі шведською сталлю на фронті."
 swe_industrialize_sweden_tt:0 "з провінцій §YСвеаланда§!, які виробляють §Yмідь§! або §Yзалізо§!."
 swe_swedish_allies_title:0 "Шведські союзники"
 swe_swedish_allies_desc:0 "Хоча наш народ прагне незалежності, одних тільки наших сил може бути недостатньо, щоб звільнити нас від данців. Нам потрібно знайти союзників за межами Скандинавії, які прагнуть зруйнувати Кальмарську унію."
 swe_swedish_allies_at:0 " суперники чи вороги §Y[DAN.GetTagOGO]§! мають принаймні §Y100§! думки про §Y[Root.GetTagKUDY]§!."
 swe_swedish_allies_bt:0 " суперники чи вороги нашого володаря мають принаймні §Y100§! думки про §Y[Root.GetTagKUDY]§!."
 swe_declare_independence_title:0 "Проголосити незалежність!"
 swe_declare_independence_desc:0 "Нарешті прийшов час нашої незалежності! Розірвімо цей союз некомпетентності та встановимо владу, гідну правити Швецією!"
 swe_declare_independence_ct:0 "Ми отримаємо подію, яка дасть нам довічні претензії на всі провінції, необхідні для виконання місій '§YНімецьке узбережжя§!', '§YВікно на Схід§!' і '§YВарязька спадщина§!', якщо ми виграємо §Yвійну за незалежність§!."
 swe_claim_norwegian_crown_title:0 "Корона Норвегії"
 swe_claim_norwegian_crown_desc:0 "Кальмарську унію було паралізовано нашою незалежністю, але вона все ще існує завдяки тісним зв'язкам між Данією та Норвегією. Хоча данський король намагається це заперечувати, але данська адміністрація розглядає Норвегію скоріше як провінцію, а не справжнє королівство. Наш обов'язок як доброго сусіда – звільнити норвежців від данського гніту і дозволити, щоб ними хоч раз покерував турботливий монарх."
 swe_fall_of_denmark_title:0 "Падіння Данії"
 swe_fall_of_denmark_desc:0 "З Норвегією під нашою опікою, Данія – все, що залишилося від колись могутньої Кальмарської 'унії'. Проте наша незалежність завжди буде під загрозою, доки існуватиме данський король. Прийшов час взяти Данію під свій контроль і зробити те, чого ніколи не намагалася зробити Кальмарська унія: об'єднати всю Скандинавію під владою одного справжнього короля."
 swe_colonial_ambitions_title:0 "Колоніальні амбіції"
 swe_colonial_ambitions_desc:0 "Світ стоїть на порозі нової ери. Наші сусіди відкривають нові землі за Атлантичним океаном, а також знаходять торгові шляхи до Індії навколо Африки. Вони збирають багатства та владу, поки ми застрягли на півночі. Ми не можемо допустити, щоб ми відстали від усіх інших великих держав. Прийшов час встановити власні колоніальні амбіції!"
 swe_colonial_ambitions_tt:0 "Держава §Y[Root.GetName]§! отримає довічні претензії на кожну провінцію з §Yцентром торгівлі§! або з §Yгирлом річки§! у регіонах §YКолоніальна Східна Америка§! та §YКолоніальна Канада§!."
 swe_colonize_delaware_title:0 "Нова Швеція"
 swe_colonize_delaware_desc:0 "Новий Світ сповнений можливостей і багатств, якими [Root.GovernmentName], безумовно, може скористатися. Створення поселень у Новому Світі має першорядне значення."
 swe_colonize_delaware_tt:0 "§Y[Root.GetName]§! отримає довічні претензії на кожну провінцію з §Yцентром торгівлі§! або з §Yгирлом річки§! у регіоні §YКолоніальні Кариби§!."
 swe_colonize_caribbeans_title:0 "Колонізувати Кариби"
 swe_colonize_caribbeans_desc:0 "Карибський басейн – віртуальний торговий центр Нового Світу. Усі шляхи зрештою ведуть до Карибського моря, а звідти торгівля тече до Європи. Хто б не володів Карибським регіоном, він також володіє торговими потоками двох цілих континентів. Звичайно, ми повинні бути тими, хто керує торгівлею Нового Світу, колонізувавши ці острови."
 swe_colonialism_trade_desc:0 "Контроль торгівлі в Карибському басейні"
 swe_colonize_random_new_world_title:0 "Колонізувати Новий Світ"
